ID,Category,Clause / Finding Description,Violation Type,Relevant Law / Statute,Label,Source Name,Source URL,Notes
L1_851,General Terms of Service,bypass or circumvent any access controls or service use limits ( such as caps on keyword searches ) ; ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_852,General Terms of Service,"if airbnb wishes to enforce any of its rights against you as a consumer , we may do so only in the courts of the jurisdiction in which you are a resident . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_853,General Terms of Service,"you agree to pay all amounts sent through the resolution center in connection with your airbnb account , and airbnb payments will handle all such payments pursuant to the payments terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_854,General Terms of Service,8.1 we may provide links to other websites or services for you to access . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_855,General Terms of Service,"7.3.3 if you wish to list an experience on behalf of a nonprofit ( `` social impact experience '' ) , you must comply with the eligibility requirements for hosting a social impact experience . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_856,General Terms of Service,"if you elect to purchase an annual or monthly subscription , you will be charged the annual or monthly subscription fee ( `` subscription fee '' ) plus any applicable taxes , at the beginning of your subscription and each year or month thereafter , respectively , at the then-current rate . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_857,General Terms of Service,click here to see a non-exhaustive list of amazon trademarks . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_858,General Terms of Service,"if you reside in the united states , you are entering into this contract with linkedin corporation and your personal data provided to , or collected by or for , our services is controlled by linkedin corporation . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_859,General Terms of Service,are there rules about what i can do on the evernote service ? ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_860,General Terms of Service,you understand and agree that through your use of the service you consent to the collection and use of your information in accordance with our privacy policy . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_861,General Terms of Service,"we may terminate your account ( s ) if we learn , or in good faith believe , that you are a registered sex offender , that accessing the service may violate a condition of parole or probation , that you have engaged in or attempted to engage in conduct with minors on the service that violates this agreement , or that you for any other reason may pose what we deem to be an unacceptable risk to the service community . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_862,General Terms of Service,"by using the service , you consent to the terms of the privacy policy . ",Unfair Contract Terms,CLAUDETTE Benchmark (Unfair TOS),High-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_863,General Terms of Service,"this agreement includes both the terms above and the following sections , which you may jump to directly by selecting the appropriate link below . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_864,General Terms of Service,"( e ) a statement by you that you have a good faith belief that the disputed use is not authorized by the copyright or intellectual property owner , its agent , or the law ; and ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_865,General Terms of Service,the currency that is sold by noe via nintendo shopping services for use in a digital product or any other digital item that you may acquire within a digital product ( the `` virtual items '' ) is made available to you as a digital content in the form of a license ( right ) to trade or exchange for other digital content within the digital product . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_866,General Terms of Service,ratings and reviews are not verified by airbnb for accuracy and may be incorrect or misleading . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_867,General Terms of Service,"disputes : any action arising out of or relating to this agreement or your use of the vimeo service must be commenced in the state or federal courts located in new york county , new york , united states of america ( and you consent to the jurisdiction of those courts ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_868,General Terms of Service,"the arbitration will be conducted before a neutral single arbitrator in the county of allegheny in the commonwealth of pennsylvania , whose decision will be final and binding , and the arbitral proceedings will be governed by the american arbitration association ( `` aaa '' ) under its aaa commercial arbitration rules , consumer due process protocol , and supplementary procedures for resolution of consumer related disputes , as modified by these terms and conditions . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_869,General Terms of Service,"further , you and linden lab agree to submit to the exclusive personal jurisdiction and venue of the courts located in the city and county of san francisco , california , except as provided in section 10 regarding arbitration . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_870,General Terms of Service,"notwithstanding the provisions of section 3 ( `` modification of these terms '' ) , if airbnb changes this section 19 ( `` dispute resolution and arbitration agreement '' ) after the date you last accepted these terms ( or accepted any subsequent changes to these terms ) , you may reject any such change by sending us written notice ( including by email ) within thirty ( 30 ) days of the date such change became effective , as indicated in the `` last updated '' date above or in the date of airbnb 's email to you notifying you of such change . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_871,General Terms of Service,"in the event that there is a conflict between these terms and any additional terms , the additional terms will control . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_872,General Terms of Service,"other than this limited license and other rights you grant in these terms , evernote acknowledges and agrees that we do not obtain any right , title or interest from you under these terms in any of your content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_873,General Terms of Service,"your notice to us must be sent to : linden research , inc. , 945 battery street , san francisco , ca 94111 , attention : general counsel . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_874,General Terms of Service,posting your content on the fitbit service ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_875,General Terms of Service,"likewise , you agree that in the event of data loss , we will not be liable for any purported damage or harm arising therefrom . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_876,General Terms of Service,oculus reserves the right to change or modify these terms in the future at any time and at our sole discretion . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_877,General Terms of Service,any personal information you post on the website will be used in accordance with our privacy policy . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_878,General Terms of Service,this means that the risk of loss and title for such items pass to you upon our delivery to the carrier . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_879,General Terms of Service,"you and ebay each agree that any and all disputes or claims that have arisen , or may arise , between you and ebay ( including any disputes or claims between you and a third-party agent of ebay ) that relate in any way to or arise out of this or previous versions of the user agreement , your use of or access to ebay 's services , the actions of ebay or its agents , or any products or services sold , offered , or purchased through ebay 's services shall be resolved exclusively through final and binding arbitration , rather than in court . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_880,General Terms of Service,"in these terms , unless the context requires otherwise : i ) any phrase introduced by the words `` including '' , `` include '' , `` in particular '' , `` for example '' or any similar expression shall be construed as illustrative only and shall not be construed as limiting the generality of any preceding words ; and ii ) references to the singular include the plural and to the masculine include the feminine , and in each case vice versa . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_881,General Terms of Service,"by creating an account , you agree that the services may send you informational text ( sms ) messages as part of the normal business operation of your use of the services . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_882,General Terms of Service,commercial use : you may not use the vimeo service for commercial purposes unless : ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_883,General Terms of Service,"if you live in the united states or are using the services on behalf of a business located there , the snap inc. . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_884,General Terms of Service,"if you are between the ages of 13 and 17 , you represent that your legal guardian has reviewed and agreed to these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_885,General Terms of Service,you should ensure that you have only stored content on the servers to which you are willing to permanently lose access . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_886,General Terms of Service,"amazon does sell products for children , but it sells them to adults , who can purchase with a credit card or other permitted payment method . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_887,General Terms of Service,you may only purchase services for your personal use or to give as a gift unless otherwise expressly permitted in these terms . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_888,General Terms of Service,"separate and apart from user content , you may submit questions , comments , suggestions , ideas , plans , notes , drawings , original or creative materials or other information about oculus and our services ( collectively , `` feedback '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_889,General Terms of Service,( i ) you are legally capable of entering into binding contracts ; ( ii ) all registration information you submit is truthful and accurate ; ( iii ) you will maintain the accuracy of such information ; and ( iv ) your use of the products does not violate any applicable law or regulation . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_890,General Terms of Service,"vimeo reserves the right to deny subscriptions , renewals , and other purchases for any reason . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_891,General Terms of Service,"in order to enable evernote to operate the service , we must obtain from you certain limited license rights to process your content that is covered by intellectual property rights so that technical actions we take in operating the service are not considered legal violations . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_892,General Terms of Service,the exclusions and limitations of damages set forth above are fundamental elements of the basis of the bargain between fitbit and you . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_893,General Terms of Service,"without limiting supercell 's liability under section 7 below , the service is provided on an `` as is '' and `` as available '' basis for your use , without warranties of any kind , express or implied , including without limitation the warranties of merchantability , fitness for a particular purpose , title , non-infringement , and those arising from course of dealing or usage of trade . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_894,General Terms of Service,"these service providers may contact you using autodialed or prerecorded calls and text messages , only as authorized by ebay to carry out the purposes we have identified above . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_895,General Terms of Service,"you are granted a limited , nonexclusive , and nontransferable right to create a text hyperlink to the fitbit service for noncommercial purposes , provided that such link does not portray us or any of our products or services in a false , misleading , derogatory , or otherwise defamatory manner , and provided further that the linking site does not contain any adult or illegal material or any material that is offensive , harassing , or otherwise objectionable . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_896,General Terms of Service,"for each piece of content that you submit , you represent and warrant that : ( i ) you have the right to submit the content to vimeo and grant the licenses set forth above ; ( ii ) vimeo will not need to obtain licenses from any third party or pay royalties to any third party ; ( iii ) the content does not infringe any third party 's rights , including intellectual property rights and privacy rights ; and ( iv ) the content complies with this agreement and all applicable laws . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_897,General Terms of Service,"`` member content '' means content that a member posts , uploads , publishes , submits or transmits to be made available through the site or services . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_898,General Terms of Service,"your purchase and use of third-party content may be subject to additional terms , including , but not limited to , third-party end-user agreements , and privacy policies . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_899,General Terms of Service,"you further acknowledge that , by acceptance of your submission , crowdtangle does not waive any rights to use similar or related ideas previously known to crowdtangle , or developed by its employees , or obtained from sources other than you . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_900,General Terms of Service,"full use of the fitbit service requires that you create an account by providing us with information such as your full name and a valid email address , as well as a strong password . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_901,General Terms of Service,you can find additional information about some of the legal obligations that may apply to you on our responsible hosting pages . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_902,General Terms of Service,• concerning any third party 's use of content that you submit ; ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_903,General Terms of Service,entire agreement : this agreement incorporates the following documents by reference : ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_904,General Terms of Service,by e-mail : hcannom@wscylaw.com subject line : dmca ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_905,General Terms of Service,"in the event of any conflict with such additional terms and these terms , these terms shall prevail . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_906,General Terms of Service,vimeo may block your email address and internet protocol address to prevent further registration . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_907,General Terms of Service,"you further hereby grant to supercell the unconditional , irrevocable right to use and exploit your name , likeness and any other information or material included in any user content and in connection with any user content , without any obligation to you . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_908,General Terms of Service,please quote the order number in all subsequent correspondence with us . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_909,General Terms of Service,we respect the intellectual property rights of others . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_910,General Terms of Service,you acknowledge that third party transportation providers providing transportation services requested through some request brands may offer ridesharing or peer-to-peer transportation services and may not be professionally licensed or permitted . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_911,General Terms of Service,"unless you opt out : ( 1 ) you will only be permitted to pursue claims against us or our agents on an individual basis , not as a plaintiff or class member in any class or representative action or proceeding and ( 2 ) you will only be permitted to seek relief ( including monetary , injunctive , and declaratory relief ) on an individual basis . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_912,General Terms of Service,"7.3.4 you represent and warrant that you ( i ) understand and comply with all laws , rules and regulations that may apply to your experience , event or other host service ( s ) , and ( ii ) will obtain any required licenses , permits , or registrations prior to providing your experience , event or other host service ( s ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_913,General Terms of Service,"( a ) you own your user material or have the right to submit it , and in submitting it you will not be infringing any rights of any third party , including intellectual property rights ( such as copyright or trade mark ) , privacy or publicity rights , rights of confidentiality or rights under contract . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_914,General Terms of Service,"in such event , the licenses granted by you in this section 2 shall terminate in the manner provided below , but only for those particular copies or instances of content that you have deleted from the service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_915,General Terms of Service,you are responsible for any use of your credit card or other payment instrument ( e.g. paypal ) by minors . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_916,General Terms of Service,"you shall not create an account or access the service if you are under the age of 13 ; you shall restrict use by minors , and you will deny access to children under the age of 13 . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_917,General Terms of Service,we may calculate taxes payable by you based on the billing information that you provide us at the time of purchase . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_918,General Terms of Service,nothing in this section limits or excludes any liability for fraud . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_919,General Terms of Service,we refer to each of these as a `` separate agreement . '' ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_920,General Terms of Service,( c ) audio or video content from headspace not explicitly indicated as downloadable may not be downloaded or copied from the products or any device . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_921,General Terms of Service,7.2 this section 7 sets out the rights and obligations that each of us have in connection with user material . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_922,General Terms of Service,we may revise these terms from time to time . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_923,General Terms of Service,it is your responsibility to carefully review those terms and conditions . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_924,General Terms of Service,you agree not to hold us responsible for banking charges incurred due to payments on your account . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_925,General Terms of Service,"• attempt to decipher , decompile , disassemble or reverse engineer any of the software used to provide the site , services or collective content ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_926,General Terms of Service,your netflix membership may start with a free trial . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_927,General Terms of Service,you are solely responsible for remembering your passcode . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_928,General Terms of Service,"to submit a valid claim for a refund , a user must ( a ) submit the test issue in writing to duolingo within 24 hours after the test issue occurs , and respond to duolingo 's requests for information or cooperation , ( b ) not have directly or indirectly caused the test issue , and ( c ) have met all test requirements when taking the test prior to making a claim for a test issue . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_929,General Terms of Service,we will make the reimbursement without undue delay and not later than 14 days after the day on which we are informed about your decision to cancel this contract . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_930,General Terms of Service,"academia.edu reserves the right , at its sole discretion , to modify the site , services and these terms , at any time and without prior notice . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
L1_931,General Terms of Service,"the language of the mediation and/or arbitration shall be english , unless you do not speak english , in which case the mediation and/or arbitration shall be conducted in both english and your native language . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset
