id,layer,category,text,violation_type,law_statute,label,source_name,source_url,notes,needs_human_review
L1_885,1,General Terms of Service,you should ensure that you have only stored content on the servers to which you are willing to permanently lose access . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_3,2,Gig Contract,"Termination clause includes a broad, subjective catch-all allowing termination for 'any action or omission' that could cause legal or contractual liability for the platform, without specifying objective criteria.",Vague/overbroad termination trigger,Unfair contract terms doctrine,High-risk,Runnr (Zomato-affiliated) Delivery Partner T&C,https://www.runnr.in/delivery-partner-tandc.html,,False
L1_1064,1,General Terms of Service,"13.4 in certain jurisdictions , airbnb may decide in its sole discretion to facilitate collection and remittance of occupancy taxes from or on behalf of guests or hosts , in accordance these terms ( `` collection and remittance '' ) if such jurisdiction asserts airbnb or hosts have an occupancy tax collection and remittance obligation . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1636,1,General Terms of Service,"in the event of account deletion for any reason , content that you submitted may no longer be available . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1913,1,General Terms of Service,"if at any time supercell chooses , in its sole discretion , to monitor the service , supercell nonetheless assumes no responsibility for user content and assumes no obligation to modify or remove any inappropriate user content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_26,1,General Terms of Service,"if you are a resident of the united states , these terms of service and any dispute arising out of or related to it or privacy policy or the service shall be governed in all respects by california law , without regard to conflict of law provisions . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1491,1,General Terms of Service,any user content provided by you remains your property . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1617,1,General Terms of Service,supplemental terms shall prevail over these terms in the event of a conflict with respect to the applicable services . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_62,1,General Terms of Service,"once you 've purchased content , we encourage you to download , install and/or access it promptly . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_985,1,General Terms of Service,"in addition to granting us the rights mentioned in the previous paragraph , you also grant us a license to create derivative works from , promote , exhibit , broadcast , syndicate , sublicense , publicly perform , and publicly display content submitted to live , local , or any other crowd-sourced services in any form and in any and all media or distribution methods ( now known or later developed ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1017,1,General Terms of Service,"• breach or circumvent any laws , third-party rights or our systems , policies , or determinations of your account status ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_690,1,General Terms of Service,"if you and oculus can not reach an agreement to resolve the claim within 30 days after such notice is received , then either party may , as appropriate in accordance with this section 18 , commence an arbitration proceeding or file a claim in court . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1657,1,General Terms of Service,"you agree to defend , indemnify and hold headspace and its directors , officers , members , investors , managers , employees and agents harmless from any and all claims , liabilities , costs and expenses , including reasonable attorneys ' fees , arising in any way from your use of the products , your placement or transmission of any message , content , information , software , or other submissions through the products , or your breach or violation of the law or of these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_448,1,General Terms of Service,"you acknowledge that the content of the service is provided or made available to you under license from linden lab and independent content providers , including other users of the service ( `` content providers '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1531,1,General Terms of Service,"these communications are considered part of the services and your account , and you may not be able to opt-out from receiving them . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_24,3,Loan App / Fintech,Borrowers cannot request deletion of personal information after full settlement of their loan account. Subject to regulatory audit.,Denial of data erasure,DPDP Act 2023,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for DPDP Act 2023 §12 (Right to Erasure),False
L1_1254,1,General Terms of Service,"if any provision or provisions of these terms of use shall be held to be invalid , illegal , or unenforceable , the validity , legality and enforceability of the remaining provisions shall remain in full force and effect . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_808,1,General Terms of Service,you may also modify such distribution content but only as required to technically enable the display and distribution of such content through your computer systems and over the internet ( e.g. a change in video format or file size ) provided such modification does not materially alter the substance or quality of such content . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_812,1,General Terms of Service,"you are responsible for , and assume all risks associated with , your use of the services and for any content accessed or made available to others through your account ( even if that content is accessed or made available by others ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L4_34,4,Loan App / Fintech,Under no circumstances shall loan proceeds pass through non-regulated intermediary entities prior to crediting the borrower's designated bank account.,Compliant direct disbursal,RBI Digital Lending Directions,Low-risk,RakshakAI Adversarial Rewriter (Layer 4),internal://adversarial_layer4,Disguised phrasing rewrite requiring human review,True
L1_133,1,General Terms of Service,"failure to meet these standards may result in ebay charging you additional fees , and/or limiting , restricting , suspending , or downgrading your seller account . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_280,1,General Terms of Service,"to the extent permitted by the applicable law , payments are non-refundable and we do not provide refunds or credits for any partial-month membership periods or unwatched netflix content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1874,1,General Terms of Service,you may contact us via email at legalnotice@evernote.com or at : ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1782,1,General Terms of Service,"effective date : january 11 , 2017 ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_795,1,General Terms of Service,"without limiting the generality of the foregoing , duolingo does not make any representation or warranty of any kind relating to accuracy , service availability , completeness , informational content , error-free operation , results to be obtained from use , or non-infringement . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1091,1,General Terms of Service,"you will comply with all applicable export control laws of the united states and any other applicable governmental authority , including , without limitation , the us export administration regulations ( `` export laws '' ) . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_6,3,Loan App / Fintech,"Prior to onboarding, the platform presents a clear, itemised notice detailing exact personal data requested and specific processing purposes.",Compliant data notice,DPDP Act 2023,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for DPDP Act 2023 §5 (Notice),False
L1_170,1,General Terms of Service,"we will note the date that revisions were last made to the agreement at the bottom of this page , and any revisions will take effect upon posting . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_105,1,General Terms of Service,vimeo has no obligation to screen or monitor any content and does not guarantee that any content available on the vimeo service complies with this agreement or is suitable for all users . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_654,1,General Terms of Service,( if you want to cancel the contract please complete and return this form . ) ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1344,1,General Terms of Service,noe may allow you to upload and use funds to make the payment for digital products that you purchase from noe in nintendo shopping services . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_540,1,General Terms of Service,we reserve all rights not expressly granted to you . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_88,1,General Terms of Service,the applicable service fees are due and payable and collected by airbnb payments pursuant to the payments terms . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_986,1,General Terms of Service,airbnb payments will collect overstay fees from you pursuant to the payments terms . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_605,1,General Terms of Service,"accordingly , to the extent permitted by applicable law , we exclude all express or implied warranties , terms and conditions including , but not limited to , implied warranties of merchantability , fitness for a particular purpose , and non-infringement . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_212,1,General Terms of Service,"where permitted , you may delete copies or instances of your content that you have displayed or that are in your account inventory through the normal functionality of the service , such as by emptying the trash folder in your account inventory as applicable . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_739,1,General Terms of Service,"arbitration notice : if you 're using the services on behalf of a business , then your business will be bound by the arbitration clause that appears later in these terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_637,1,General Terms of Service,"there is no judge or jury in arbitration , and court review of an arbitration award is limited . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_612,1,General Terms of Service,"without limiting the foregoing , we explicitly disclaim all express or implied warranties arising out of or related to these terms or the fitbit service , including any warranties of merchantability , fitness for a particular purpose , quiet enjoyment or non-infringement , and any warranties arising out of course of dealing or usage of trade . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1029,1,General Terms of Service,( g ) small claims court . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1803,1,General Terms of Service,limitation on types of damages/limitation of liability ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1481,1,General Terms of Service,we 've drafted these terms of service ( which we call the `` terms '' ) so you 'll know the rules that govern our relationship with you . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_439,1,General Terms of Service,"if the dispute has a claimed value of not more than $ 10,000,000 , then the arbitration will be heard and determined by a single , neutral arbitrator who is a retired judge or a lawyer with not less than ten ( 10 ) years ' experience as a practicing member of the bar in the substantive practice area related to the dispute , who will administer the proceedings in accordance with the aaa 's supplementary procedures for consumer related disputes . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_358,1,General Terms of Service,"fitbit may enable you to post , upload , store , share , send , or display photos , images , video , data , text , music , exercise regimens , food logs , recipes , comments , and other information and content ( `` your content '' ) to and via the fitbit service . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1008,1,General Terms of Service,any delinquent or unpaid accounts must be settled before oculus will allow you to register again . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L4_9,4,Loan App / Fintech,"Supplementary Term: For identity authentication and emergency contact verification, permission to read system contacts may be leveraged during onboarding. as updated in statutory terms.",Contact list access,RBI Digital Lending Directions,High-risk,RakshakAI Adversarial Rewriter (Layer 4),internal://adversarial_layer4,Disguised phrasing rewrite requiring human review,True
L1_236,1,General Terms of Service,"the service may contain links to third-party websites , advertisers , services , special offers , or other events or activities that are not owned or controlled by duolingo . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1772,1,General Terms of Service,"solicit email addresses or other personal information from members you do n't know , without authorization . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_184,1,General Terms of Service,( b ) a description of the copyrighted work or other intellectual property that you claim has been infringed ; ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L4_28,4,Gig Contract,Mandatory safety kit items and branded equipment fees will be periodically debited from accrued partner earnings.,Cost shifting to worker,Code on Social Security 2020,High-risk,RakshakAI Adversarial Rewriter (Layer 4),internal://adversarial_layer4,Disguised phrasing rewrite requiring human review,True
L1_100,1,General Terms of Service,you agree that you will not : ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1068,1,General Terms of Service,"the arbitration will be held in the united states county where you live or work , san francisco , california , or any other location we agree to . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1072,1,General Terms of Service,"you also agree to pay the applicable host fee and any applicable taxes , which will be collected pursuant to the payments terms . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1305,1,General Terms of Service,we make it easy for you to report suspected copyright infringement . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_54,2,Gig Contract,"Porter's driver agreement prohibits the driver from forming 'any union, trusts, association, society or any other type of entity' and bars gatherings of five or more people to discuss the agreement or Porter's business affairs, with breach triggering termination and full indemnification.",Suppression of collective bargaining / right to organise,"Constitution of India Art. 19(1)(c); state Gig Worker Acts (Karnataka/Bihar Acts affirmatively protect worker collectives, by contrast)",High-risk,Porter — official Services Agreement,https://dom-website-prod-cdn-web.porter.in/partner_tnc_content.pdf,"Appendix A, Clause 6.4. Explicit, verbatim anti-union clause — one of the clearest found in this research.",False
L1_282,1,General Terms of Service,"if , however , this waiver of class or consolidated actions is deemed invalid or unenforceable , neither you nor headspace are entitled to arbitration ; instead all claims and disputes will be resolved in a court as set forth in section 13.13 below . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_740,1,General Terms of Service,our contact email address is help@headspace.com . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_270,1,General Terms of Service,"oculus has no responsibility or liability for user content made available through the services , and we have no obligation to screen , edit or monitor such content . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_828,1,General Terms of Service,"linden lab may , but will not have the obligation to , display , maintain , or otherwise make use of , any of your user content , and linden lab may , in its sole discretion , modify , delete , or otherwise make use of user content without notice or any liability to you or any third party . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_210,1,General Terms of Service,"regardless of the previous paragraphs , if we are found to be liable , our liability to you or to any third party is limited to the greater of ( a ) any amounts due under the ebay money back guarantee up to the price the item sold for on ebay ( including any applicable sales tax ) and its original shipping costs , ( b ) the amount of fees in dispute not to exceed the total fees , which you paid to us in the 12 months prior to the action giving rise to the liability , or ( c ) $ 100 . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1923,1,General Terms of Service,"unsolicited promotions , mass mailings or `` spamming '' , transmission of `` junk mail '' , `` chain letters '' , political campaigning , advertising , contests , raffles , or solicitations ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L2_80,2,Loan App / Fintech,"RBI barred Navi Finserv (along with DMI Finance, Asirvad Microfinance and Arohan Financial Services) from sanctioning or disbursing any new loans from Oct 21, 2024, citing usurious/excessive interest pricing and Fair Practices Code violations.",Usurious interest / regulatory non-compliance,RBI Fair Practices Code; RBI Master Direction on NBFC Scale-Based Regulation,High-risk,"RBI order, reported by Business Standard",https://www.business-standard.com/industry/banking/rbi-bars-4-nbfcs-from-extending-loans-for-charging-usurious-rates-124101701427_1.html,Restrictions were lifted about a month later after corrective steps -- note the timeline if using,False
L1_2035,1,General Terms of Service,"( ii ) an internet web browser which is capable of supporting 128-bit ssl encrypted communications , javascript , and cookies . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1844,1,General Terms of Service,"if we do n't act to enforce a breach of this contract , that does not mean that linkedin has waived its right to enforce this contract . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_258,1,General Terms of Service,"in addition , you will be subject to late fees . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1833,1,General Terms of Service,"your address , telephone number , and email address ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_897,1,General Terms of Service,"`` member content '' means content that a member posts , uploads , publishes , submits or transmits to be made available through the site or services . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_100,3,Loan App / Fintech,"App prominently displays the name, email, phone number, and postal address of the designated Nodal Grievance Redressal Officer. Enforced in all operating regions.",Compliant grievance redressal,RBI Digital Lending Directions,Low-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022,False
L1_348,1,General Terms of Service,we are not responsible for the accuracy of any third party 's privacy policy or for ensuring that third parties comply with their privacy policies . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L3_72,3,Loan App / Fintech,App requests continuous background access to contact lists and call logs to monitor borrower behavior. Applicable across all digital channels.,Prohibited contact and file access,RBI Digital Lending Directions,High-risk,RakshakAI Synthetic Generator (Layer 3),internal://synthetic_layer3,Synthetic clause generated for RBI Digital Lending Guidelines 2022,False
L1_753,1,General Terms of Service,these terms expressly supersede prior agreements or arrangements with you . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1572,1,General Terms of Service,"violate the intellectual property or other rights of linkedin , including , without limitation , ( i ) copying or distributing our learning videos or other materials or ( ii ) copying or distributing our technology , unless it is released under open source licenses ; ( iii ) using the word `` linkedin '' or our logos in any business name , email , or url except as provided in the brand guidelines ; ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_67,1,General Terms of Service,"for some payment methods , the issuer of your payment method may charge you certain fees , such as a foreign transaction fee or other fees relating to the processing of your payment method . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1691,1,General Terms of Service,"judicial forum for disputes : except as otherwise required by applicable law , in the event that the agreement to arbitrate is found not to apply to you or your claim , you and fitbit agree that any judicial proceeding ( other than small claims actions ) will be brought in the federal or state courts of san francisco county , california . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_97,1,General Terms of Service,please see our privacy policy to understand the extent to which any affiliate or third party may have access to your account information or content and our commercial terms to understand our relationship with any reseller or payment processor . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_852,1,General Terms of Service,"if airbnb wishes to enforce any of its rights against you as a consumer , we may do so only in the courts of the jurisdiction in which you are a resident . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_1858,1,General Terms of Service,"unless you and we agree otherwise , in the event that the agreement to arbitrate above is found not to apply to you or to a particular claim or dispute , either as a result of your decision to opt out of the agreement to arbitrate or as a result of a decision by the arbitrator or a court order , you agree that any claim or dispute that has arisen or may arise between you and ebay must be resolved exclusively by a state or federal court located in salt lake county , utah . ",Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L1_444,1,General Terms of Service,we will notify our members of material changes to these terms and conditions by either sending a notice to the email address provided to us at registration or by placing a notice on our website . ,Compliant Term,CLAUDETTE Benchmark (Unfair TOS),Low-risk,mteb/UnfairTOSLegalBenchClassification,https://huggingface.co/datasets/mteb/UnfairTOSLegalBenchClassification,Pretraining benchmark dataset,False
L4_25,4,Loan App / Fintech,Financial records are shared across partner banking infrastructure to streamline multi-institutional credit fulfillment.,Unconsented co-lending data transfer,DPDP Act 2023,High-risk,RakshakAI Adversarial Rewriter (Layer 4),internal://adversarial_layer4,Disguised phrasing rewrite requiring human review,True
